Head,Relation,Tail,Context
Juan Rana,intervenir en,la loa,"Una actriz llamada Bernarda, identificada por Rennert con Bernarda Manuela y por Lobato con Bernarda Ramírez, intervino junto con Cosme [Pérez] y Francisca de Castro en la representación del sainete ***Las fiestas bacanales***, escrito por Antonio de Solís para la versión palaciega de su comedia ***Eurídice y Orfeo***, que se representó el 6 de febrero de 1655 —la comedia se había representado en Pamplona hacia 1643 con motivo del nacimiento de un hijo del Conde de Oropesa y fue refundida y convertida en zarzuela por el mismo Solís para ser representada en Palacio, y fue para esta ocasión, según afirma Lobato, que se escribió el sainete que la acompañó— ; el 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia ***Las amazonas***, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, 'la Borja' [Mariana de Borja], Luisa y Mariana Romero y Bernarda [Ramírez] —según apunta M. L. Lobato, la comedia se repitió en Carabanchel de Arriba en el mes de junio, con el autor Diego de Osorio al frente del grupo de representantes: pero esta representación en Carabanchel de Arriba tuvo lugar en 1656, y aunque la compañía que se hizo cargo fue la de Diego Osorio , no sabemos si participaron los mismos actores— ."
Juan Rana,intervenir,el papel,"Durante esta misma fiesta se representó el entremés ***Las visiones***, en el que intervinieron 'Juan Rana' en el papel de ""Juan Rana"" y Bernarda Ramírez representando el papel de ""Quiteria, mujer de Juan Rana"" ; el martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia ***Un bobo hace ciento***, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?"
Lobato,indicar,el año 1656,"Durante esta misma fiesta se representó el entremés ***Las visiones***, en el que intervinieron 'Juan Rana' en el papel de ""Juan Rana"" y Bernarda Ramírez representando el papel de ""Quiteria, mujer de Juan Rana"" ; el martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia ***Un bobo hace ciento***, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?"
Lobato,indicar,como fecha,"Durante esta misma fiesta se representó el entremés ***Las visiones***, en el que intervinieron 'Juan Rana' en el papel de ""Juan Rana"" y Bernarda Ramírez representando el papel de ""Quiteria, mujer de Juan Rana"" ; el martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia ***Un bobo hace ciento***, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?"
Juan Rana,representar,Cotarelo,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa y Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro ; consta un contrato, fechado en Madrid el 24 de abril, por el que Diego Osorio  se concertó con los comisarios de la fiesta de Señora Santa Librada de Sigüenza (Guadalajara) para participar con su compañía, excepto Cosme Pérez, en la fiesta de Santa Librada [20 de julio] de dicha ciudad ; entre la documentación relativa a las fiestas del Corpus madrileño consta un documento, sin fecha, en que se recogen los gastos de las fiestas del Corpus de Madrid de este año [27 de mayo], en el que se indica que 'Juan Rana' recibió 1.400 rs."
Juan Rana,representar,los papeles principales,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa y Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro ; consta un contrato, fechado en Madrid el 24 de abril, por el que Diego Osorio  se concertó con los comisarios de la fiesta de Señora Santa Librada de Sigüenza (Guadalajara) para participar con su compañía, excepto Cosme Pérez, en la fiesta de Santa Librada [20 de julio] de dicha ciudad ; entre la documentación relativa a las fiestas del Corpus madrileño consta un documento, sin fecha, en que se recogen los gastos de las fiestas del Corpus de Madrid de este año [27 de mayo], en el que se indica que 'Juan Rana' recibió 1.400 rs."
Luisa,representar,Cuatro Edades,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa y Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro ; consta un contrato, fechado en Madrid el 24 de abril, por el que Diego Osorio  se concertó con los comisarios de la fiesta de Señora Santa Librada de Sigüenza (Guadalajara) para participar con su compañía, excepto Cosme Pérez, en la fiesta de Santa Librada [20 de julio] de dicha ciudad ; entre la documentación relativa a las fiestas del Corpus madrileño consta un documento, sin fecha, en que se recogen los gastos de las fiestas del Corpus de Madrid de este año [27 de mayo], en el que se indica que 'Juan Rana' recibió 1.400 rs."
Diego Osorio,concertar con,los comisarios,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa y Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro ; consta un contrato, fechado en Madrid el 24 de abril, por el que Diego Osorio  se concertó con los comisarios de la fiesta de Señora Santa Librada de Sigüenza (Guadalajara) para participar con su compañía, excepto Cosme Pérez, en la fiesta de Santa Librada [20 de julio] de dicha ciudad ; entre la documentación relativa a las fiestas del Corpus madrileño consta un documento, sin fecha, en que se recogen los gastos de las fiestas del Corpus de Madrid de este año [27 de mayo], en el que se indica que 'Juan Rana' recibió 1.400 rs."
Juan Rana,recibir,1.400 rs,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa y Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro ; consta un contrato, fechado en Madrid el 24 de abril, por el que Diego Osorio  se concertó con los comisarios de la fiesta de Señora Santa Librada de Sigüenza (Guadalajara) para participar con su compañía, excepto Cosme Pérez, en la fiesta de Santa Librada [20 de julio] de dicha ciudad ; entre la documentación relativa a las fiestas del Corpus madrileño consta un documento, sin fecha, en que se recogen los gastos de las fiestas del Corpus de Madrid de este año [27 de mayo], en el que se indica que 'Juan Rana' recibió 1.400 rs."
Barrionuevo,describir del,siguiente modo,"; según un testimonio recogido contemporáneamente por Jerónimo de Barrionuevo el 26 de junio, se representó en el Retiro el día de San Juan —probablemente el 23 de junio, noche de San Juan— la obra ***La restauración de España*** —también titulada ***La renegada de Valladolid***, según Lobato —, que Barrionuevo describe del siguiente modo: ""comedia burlesca."
Barrionuevo,describir del,": ""comedia burlesca","; según un testimonio recogido contemporáneamente por Jerónimo de Barrionuevo el 26 de junio, se representó en el Retiro el día de San Juan —probablemente el 23 de junio, noche de San Juan— la obra ***La restauración de España*** —también titulada ***La renegada de Valladolid***, según Lobato —, que Barrionuevo describe del siguiente modo: ""comedia burlesca."
Romerilla,salir en,una hamaca,"'La Romerilla' [¿Mariana o Luisa Romero?] salió en una hamaca a decir la Loa, y en un entremés donde se remedaba lo que pasa en el Prado aquella noche [de San Juan], entró un cochecillo pequeño en el salón alto donde se hacía, con cuatro mujeres en él y dos mulas que le tiraban, siendo otra mujer el cochero que le guiaba, subiéndole con una tramoya por las escaleras, como si lo hiciera en una de las calles del Prado""  —según Paz y Melia, en la Biblioteca Nacional de Madrid se conserva el manuscrito de ***La renegada de Valladolid***, comedia burlesca, escrita por tres ingenios (Francisco de Monteser, Antonio de Solís y Diego de Silva), en la que se indica ""Representose a Su Majestad en el Salón del Buen Retiro el día de San Juan, año de 1655""."
Romerilla,salir en,el cochero,"'La Romerilla' [¿Mariana o Luisa Romero?] salió en una hamaca a decir la Loa, y en un entremés donde se remedaba lo que pasa en el Prado aquella noche [de San Juan], entró un cochecillo pequeño en el salón alto donde se hacía, con cuatro mujeres en él y dos mulas que le tiraban, siendo otra mujer el cochero que le guiaba, subiéndole con una tramoya por las escaleras, como si lo hiciera en una de las calles del Prado""  —según Paz y Melia, en la Biblioteca Nacional de Madrid se conserva el manuscrito de ***La renegada de Valladolid***, comedia burlesca, escrita por tres ingenios (Francisco de Monteser, Antonio de Solís y Diego de Silva), en la que se indica ""Representose a Su Majestad en el Salón del Buen Retiro el día de San Juan, año de 1655""."
Cosme Pérez,figurar,como testigo,"Esta comedia va precedida de una loa de don Antonio de Solís e incluye también el baile ***El contraste de amor***, de Juan Vélez, al fin de la primera jornada, el baile entremesado de ***Los hombres deslucidos que se pierden sin saberse cómo ni cómo no***, de don Jerónimo de Cáncer, al fin de la segunda jornada, y el entremés de ***La noche de San Juan, y Juan Rana en el Prado con escribano y alguacil***, de don Jerónimo de Cáncer, al final de la tercera jornada —; Cosme Pérez figura como testigo en el testamento de José Antonio Quevedo , fechado en Madrid el 2 de septiembre .<br><br"
Bianco,denominar,"'Juan Rana', al que Bianco denomina ""il Grazzioso della Regina""","] el 3 de marzo de este año, el escenógrafo italiano describe pormenorizadamente una fiesta que tuvo lugar en el Salón del Palacio del Buen Retiro, organizada por la infanta María Teresa para festejar el restablecimiento de la Reina Mariana de Austria, en la que se representó la comedia ***Pico y Canente*** de Luis de Ulloa y Pereira y Rodrigo de Ávila, y en cuya loa y sainetes, escritos por Antonio de Solís, actuó 'Juan Rana', al que Bianco denomina ""il Grazzioso della Regina""."
Baccio,describir,la loa,"Baccio describe también la loa, afirmando que cantaban en ella Luisa y Mariana Romero."
Lobato,observar,partir de una alusión,"Es probable, como observa Lobato a partir de una alusión en el sainete final de Solís, que la fiesta tuviera lugar en febrero, durante el período de Carnaval —Cotarelo dató erróneamente esta fiesta y representación en 1653 —."
Juan Rana,intervenir en,golfo de las sirenas,"El 17 de enero de este año 'Juan Rana' intervino en la comedia ***El golfo de las sirenas***, de Calderón, y en la mojiganga ***Juan Rana en la Zarzuela***, intrínsecamente vinculada a esta obra, que se representó ante Sus Majestades en el Real Sitio de la Zarzuela por las compañías de Diego Osorio y Pedro de la Rosa ; consta un auto, sin fecha pero anterior al 25 de enero, en el que los comisarios de la fiesta del Corpus de Madrid ordenaban que los autores Pedro de la Rosa , Francisco García 'el Pupilo' y Diego Osorio, así como los miembros de sus compañías, no salieran de la Corte y estuvieran listos para que se formaran las compañías que habían de representar los autos, y que se les embargaran los vestidos y demás bienes."
Juan Rana,intervenir en,la comedia,"El 17 de enero de este año 'Juan Rana' intervino en la comedia ***El golfo de las sirenas***, de Calderón, y en la mojiganga ***Juan Rana en la Zarzuela***, intrínsecamente vinculada a esta obra, que se representó ante Sus Majestades en el Real Sitio de la Zarzuela por las compañías de Diego Osorio y Pedro de la Rosa ; consta un auto, sin fecha pero anterior al 25 de enero, en el que los comisarios de la fiesta del Corpus de Madrid ordenaban que los autores Pedro de la Rosa , Francisco García 'el Pupilo' y Diego Osorio, así como los miembros de sus compañías, no salieran de la Corte y estuvieran listos para que se formaran las compañías que habían de representar los autos, y que se les embargaran los vestidos y demás bienes."
Jerónimo de Barrionuevo,recoger,la siguiente noticia,"A partir del 9 de febrero se notificó a los representantes, entre los que se encontraba Cosme Pérez, ""que se llama Juan Rana"" ; en uno de sus ***Avisos***, fechado el 31 de enero, Jerónimo de Barrionuevo recoge la siguiente noticia: ""Dicen envían una compañía de comediantes selectos de todas las demás al señor don Juan de Austria, y entre ellos la Bernardilla [¿Bernarda Ramírez?], los dos hermanos Pradillos [¿Sebastián García de Prado y José Antonio García de Prado?] y el mejor gracioso [¿Cosme Pérez?], para que desde allí pasen a Francia a que los vea la Reina Madre, que se lo ha escrito con grandes instancias, movida de lo mucho que se los ha alabado allá los que estuvieron aquí en el Retiro, y que el viaje y galas costarán 50.000 ducados"" ; Alenda y Mira recoge una relación en la que se da cuenta de la fiesta pública celebrada en Madrid el 6 de diciembre, con motivo de la salida de Su Majestad en público para dar gracias a la Virgen de Atocha por el nacimiento del Príncipe, y en ella consta que, para esta ocasión, ""hubo arrimado a las rejas de palacio un tablado, y en él representando la compañía de [Pedro de la] Rosa […] Estava junto a Santa María otro tablado y en él representando la compañía de [Francisco García] 'Pupilo' con 'Juan Rana' tan gracioso como suele […] A la esquina de la cárcel de la Villa huvo hecho otro tablado, y en él estavan cantando con sonoros instrumentos las hijas de [Antonio de] Escamilla [Manuela, Ana y María]"" .<br><br"
Rey,escribir a,doña,"Para celebrar el nacimiento del príncipe Felipe Próspero, el dramaturgo Agustín Moreto escribió el entremés ***El alcalde de Alcorcón***, representado el 6 de enero de este año con motivo de la salida de la Reina a misa en la Real Capilla, en el que intervinieron, según M. L. Lobato, los actores Juan Rana, Bernarda Ramírez, Simón Aguado, Luis de Mendoza, Mariana y Luisa Romero, Mariana de Borja y Luciana Leal ; en una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole sobre las fiestas de Carnaval en el Palacio del Buen Retiro: ""Y aquí se pasaron bien estas Carnestolendas en que no dejara de hacer vuestro amigo Juan Rana muy bien su oficio"" ; el 27 de febrero de este año Sus Majestades asistieron en el Coliseo del Retiro a la representación de la comedia de Antonio de Solís ***Triunfos de Amor y Fortuna***, que tuvo lugar con motivo de los festejos por el nacimiento del príncipe Felipe Próspero."
Rey,escribir a,; en una carta fechada el 12 de febrero de este año,"Para celebrar el nacimiento del príncipe Felipe Próspero, el dramaturgo Agustín Moreto escribió el entremés ***El alcalde de Alcorcón***, representado el 6 de enero de este año con motivo de la salida de la Reina a misa en la Real Capilla, en el que intervinieron, según M. L. Lobato, los actores Juan Rana, Bernarda Ramírez, Simón Aguado, Luis de Mendoza, Mariana y Luisa Romero, Mariana de Borja y Luciana Leal ; en una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole sobre las fiestas de Carnaval en el Palacio del Buen Retiro: ""Y aquí se pasaron bien estas Carnestolendas en que no dejara de hacer vuestro amigo Juan Rana muy bien su oficio"" ; el 27 de febrero de este año Sus Majestades asistieron en el Coliseo del Retiro a la representación de la comedia de Antonio de Solís ***Triunfos de Amor y Fortuna***, que tuvo lugar con motivo de los festejos por el nacimiento del príncipe Felipe Próspero."
Majestades,asistir en,la representación,"Para celebrar el nacimiento del príncipe Felipe Próspero, el dramaturgo Agustín Moreto escribió el entremés ***El alcalde de Alcorcón***, representado el 6 de enero de este año con motivo de la salida de la Reina a misa en la Real Capilla, en el que intervinieron, según M. L. Lobato, los actores Juan Rana, Bernarda Ramírez, Simón Aguado, Luis de Mendoza, Mariana y Luisa Romero, Mariana de Borja y Luciana Leal ; en una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole sobre las fiestas de Carnaval en el Palacio del Buen Retiro: ""Y aquí se pasaron bien estas Carnestolendas en que no dejara de hacer vuestro amigo Juan Rana muy bien su oficio"" ; el 27 de febrero de este año Sus Majestades asistieron en el Coliseo del Retiro a la representación de la comedia de Antonio de Solís ***Triunfos de Amor y Fortuna***, que tuvo lugar con motivo de los festejos por el nacimiento del príncipe Felipe Próspero."
Majestades,asistir en,Coliseo del Retiro,"Para celebrar el nacimiento del príncipe Felipe Próspero, el dramaturgo Agustín Moreto escribió el entremés ***El alcalde de Alcorcón***, representado el 6 de enero de este año con motivo de la salida de la Reina a misa en la Real Capilla, en el que intervinieron, según M. L. Lobato, los actores Juan Rana, Bernarda Ramírez, Simón Aguado, Luis de Mendoza, Mariana y Luisa Romero, Mariana de Borja y Luciana Leal ; en una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole sobre las fiestas de Carnaval en el Palacio del Buen Retiro: ""Y aquí se pasaron bien estas Carnestolendas en que no dejara de hacer vuestro amigo Juan Rana muy bien su oficio"" ; el 27 de febrero de este año Sus Majestades asistieron en el Coliseo del Retiro a la representación de la comedia de Antonio de Solís ***Triunfos de Amor y Fortuna***, que tuvo lugar con motivo de los festejos por el nacimiento del príncipe Felipe Próspero."
Cosme Pérez,intervenir,Bernarda,"Junto a la comedia se representó el entremés del mismo Solís titulado ***Salta en banco***, en el que intervino Cosme Pérez junto a Bernarda [Ramírez], Bernarda Manuela, Luisa y Mariana Romero, [Francisca Bezón] 'la Bezona', María de Prado y María de Quiñones, y también se representó el entremés titulado ***El niño caballero***, del mismo Solís, en el que actuó Juan Rana junto a Bernarda Ramírez, Francisca Bezona, [Mariana de Borja] 'la Borja', [Simón] Aguado, [Mateo] Godoy, [Pedro de la] Rosa y [Tomás de] Nájera."
Juan Rana,actuar,Bernarda Ramírez,"Junto a la comedia se representó el entremés del mismo Solís titulado ***Salta en banco***, en el que intervino Cosme Pérez junto a Bernarda [Ramírez], Bernarda Manuela, Luisa y Mariana Romero, [Francisca Bezón] 'la Bezona', María de Prado y María de Quiñones, y también se representó el entremés titulado ***El niño caballero***, del mismo Solís, en el que actuó Juan Rana junto a Bernarda Ramírez, Francisca Bezona, [Mariana de Borja] 'la Borja', [Simón] Aguado, [Mateo] Godoy, [Pedro de la] Rosa y [Tomás de] Nájera."
Pedro de la] Rosa,actuar,Bernarda Ramírez,"Junto a la comedia se representó el entremés del mismo Solís titulado ***Salta en banco***, en el que intervino Cosme Pérez junto a Bernarda [Ramírez], Bernarda Manuela, Luisa y Mariana Romero, [Francisca Bezón] 'la Bezona', María de Prado y María de Quiñones, y también se representó el entremés titulado ***El niño caballero***, del mismo Solís, en el que actuó Juan Rana junto a Bernarda Ramírez, Francisca Bezona, [Mariana de Borja] 'la Borja', [Simón] Aguado, [Mateo] Godoy, [Pedro de la] Rosa y [Tomás de] Nájera."
Juan Rana,intervenir,Bernarda Ramírez,"También se representó como final de fiesta el sainete ***Aguardad, supremos dioses*** del mismo Solís, en el que intervino Juan Rana junto a Bernarda Ramírez, Simón Aguado, Bernarda Manuela, Mariana Borja, Pedro de la Rosa, [Mateo] Godoy, [Diego] Osorio y [¿Jerónimo de?] Heredia  —a partir del entremés de ***El niño caballero***, de Solís, Rennert creyó que podía deducirse que, en ese tiempo, Bernarda Manuela era la esposa de Cosme Pérez , pero se trata de una deducción errónea: véase la introducción de la entrada—; entre la documentación relativa a las fiestas del Corpus de Madrid consta una memoria, sin fecha, de las ""cosas de demasías"" en los carros, en la que se indica que se pagaron 60 rs."
Gutiérrez,enviar,800 rs,"En dicha carta de pago se declara que, aunque Gutiérrez había enviado 800 rs."
Cosme Pérez,recibir,16 rs,", Cosme Pérez recibió 16 rs."
Mariana de Borja,identificar,María de Prado,"de vellón enviados desde Salamanca a Luis López por Francisco Gutiérrez, su yerno, los cuales recibió Cosme Pérez, otro testamentario del dicho Luis López ; a finales de noviembre de este año se representó en palacio el baile de ***Los Juan Ranas*** para celebrar el primer cumpleaños del príncipe Felipe Próspero, que había nacido el 28 de noviembre de 1657, en el que actuaron Cosme Pérez, Bernarda Ramírez, Bernarda Manuela, Francisca Bezón, Gregorio de la Rosa, Simón Aguado, Diego Osorio, 'la Borja' [Mariana de Borja], Micaela Fernández, Ana —actriz cuyo apellido no se ha podido identificar—, María de Prado, Jerónima de Olmedo, Juana Caro, Micaela de Borja y una mujer que responde a la abreviatura 'Quir."
M. L. Lobato,corregir,"Los Juan Ranas*** "", en ***Scriptura***, 17 , p. 242, en donde M. L. Lobato corrige la fecha que figura en el primero de los dos artículos que acabamos de citar con la sigla Lo, 105).<br><br>","'  y edición del baile ***Los Juan Ranas*** "", en ***Scriptura***, 17 , p. 242, en donde M. L. Lobato corrige la fecha que figura en el primero de los dos artículos que acabamos de citar con la sigla Lo, 105).<br><br>"
M. L. Lobato,seguir,", en una partida relativa a las fiestas del Corpus de este año","Según Cotarelo, a quien sigue M. L. Lobato, en una partida relativa a las fiestas del Corpus de este año se hace referencia a los 50 rs."
Cosme Pérez,representar junto,Bernarda Ramírez,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja] ***El baile perdido***, de Antonio de Solís .<br><br"
Cosme Pérez,representar junto,Urzáiz,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja] ***El baile perdido***, de Antonio de Solís .<br><br"
Cosme Pérez,representar junto,María Quiñones,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja] ***El baile perdido***, de Antonio de Solís .<br><br"
Cosme Pérez,representar junto,este año,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja] ***El baile perdido***, de Antonio de Solís .<br><br"
Lobato,representar ante,motivo del nacimiento,"Según refiere Lobato, el entremés ***El toreador***, de Calderón, se representó ante la familia real con motivo del nacimiento del príncipe Carlos, el futuro Carlos II, y durante la representación de la obra, en la que participó 'Juan Rana', éste bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito"", haciéndoles cortesías, y regresando después a ocupar su lugar en el tablado .<br><br"
Lobato,representar ante,la familia real,"Según refiere Lobato, el entremés ***El toreador***, de Calderón, se representó ante la familia real con motivo del nacimiento del príncipe Carlos, el futuro Carlos II, y durante la representación de la obra, en la que participó 'Juan Rana', éste bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito"", haciéndoles cortesías, y regresando después a ocupar su lugar en el tablado .<br><br"
Juan Rana,actuar en,M. L. Lobato,"Según M. L. Lobato, 'Juan Rana' actuó en el entremés ***El ayo*** de Moreto, representado con motivo del cumpleaños del rey Felipe IV, quizá este año, como propone la citada investigadora, y en el que actuaron también Mateo de Godoy y Jerónimo Morales .<br><br"
Juan Rana,actuar en,el entremés,"Según M. L. Lobato, 'Juan Rana' actuó en el entremés ***El ayo*** de Moreto, representado con motivo del cumpleaños del rey Felipe IV, quizá este año, como propone la citada investigadora, y en el que actuaron también Mateo de Godoy y Jerónimo Morales .<br><br"
Cotarelo,recoger,el testimonio contemporáneo,"Rennert y, después de él, Cotarelo recogieron el testimonio contemporáneo que aparece en las ***Memorias de Lady Fanshawe***, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, fue la presencia, de Juan Araña [sic], el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que le vieron, considerando que tenía cerca de ochenta años"" ; en un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, se le solicitaba que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día fue cedida a su hija, Francisca María Pérez, volviera a ser disfrutada por dicho actor, con motivo del fallecimiento de ésta, hasta su muerte ""por ser viejo y hallarse pobre"" .<br><br"
Cosme Pérez,acudir a,Palacio,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo de la Reina un donativo de 150 rs."
Cosme Pérez,acudir a,Cofradía de Nuestra Señora de la Novena,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo de la Reina un donativo de 150 rs."
Cosme Pérez,acudir a,"el martes Santo [21 de abril],","Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo de la Reina un donativo de 150 rs."
Cosme Pérez,acudir a,Cotarelo,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo de la Reina un donativo de 150 rs."
Cosme Pérez,acudir a,", la limosna","Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo de la Reina un donativo de 150 rs."
Mateo Godoy,recoger en,los libros,", que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,tener,debido a su avanzada edad,"entregados por la Cofradía ""a los silleros que llevaron a Cosme a Palacio para la demanda"" —de esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a su avanzada edad— ; el 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de él se conservan."
Cosme Pérez,tener,problemas,"entregados por la Cofradía ""a los silleros que llevaron a Cosme a Palacio para la demanda"" —de esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a su avanzada edad— ; el 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de él se conservan."
Cosme Pérez,firmar en,Madrid,"entregados por la Cofradía ""a los silleros que llevaron a Cosme a Palacio para la demanda"" —de esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a su avanzada edad— ; el 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de él se conservan."
Antonio de Escamilla,deber por,un vestido,que Antonio de Escamilla le debía por un vestido que le había vendido.
Cosme Pérez,acudir a,Palacio,"Igual que en el año anterior, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Cosme Pérez,acudir a,el año anterior,"Igual que en el año anterior, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Cosme Pérez,acudir a,Como en los dos años anteriores,"Como en los dos años anteriores, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Cosme Pérez,acudir a,Palacio,"Como en los dos años anteriores, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Bernarda Manuela,figurar,los actores,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, ""actúa en el entremés y en el fin de fiesta"", Mariana Romero, María de Quiñones, Antonia del Pozo, ""actúa en el fin de fiesta"", Josefa López, ""actúa en el fin de fiesta"", Sebastiana [Fernández], ""hace el papel de Calíope y actúa en el fin de fiesta"", Micaela [Fernández], ""actúa en el fin de fiesta"", Manuela [de] Escamilla, ""hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja ""actúa en el fin de fiesta y canta en el sainete"", Bernarda Manuela [o Manuela Bernarda 'la Grifona'], ""haciendo el papel de Venus"", Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, ""actúa en el fin de fiesta"", y Alonso de Olmedo, ""hace el papel de Hércules"" ; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en su partida de defunción, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
