Head,Relation,Tail,Context
Rey,reflejar,una carta Felipe fechada,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Rey,reflejar,la expectativa generada,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Juan Rana,tener,el parto hijo,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Juan Rana,tener,buen papel,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Cotarelo,referir a,la existencia Archivo carta,"Cotarelo se refiere a la existencia en el Archivo Municipal de Madrid de una carta, fechada el 5 de junio, de Juan González, hijo de José González, consejero y protector de los teatros, a don Francisco Sardeneta y Mendoza, solicitando en nombre de su padre una ayuda de costa de 400 rs. para Cosme Pérez 'Juan Rana' porque Cosme Pérez 'Juan Rana' necesita de esa ayuda."
Cosme Pérez,necesitar de,esa ayuda,"Cotarelo se refiere a la existencia en el Archivo Municipal de Madrid de una carta, fechada el 5 de junio, de Juan González, hijo de José González, consejero y protector de los teatros, a don Francisco Sardeneta y Mendoza, solicitando en nombre de su padre una ayuda de costa de 400 rs. para Cosme Pérez 'Juan Rana' porque Cosme Pérez 'Juan Rana' necesita de esa ayuda."
Cotarelo,inferir de,esta carta,—Cotarelo infiere de esta carta que el actor Cosme Pérez 'Juan Rana' tomó parte en las fiestas del Corpus—.
Felipe IV,dar cuenta,doña Luisa Enríquez Manrique,"En una carta, fechada en Madrid el 9 de junio de este año, Felipe IV daba cuenta a doña Luisa Enríquez Manrique de la comedia Andrómeda y Perseo, de Calderón, representada en el Coliseo del Buen Retiro en la segunda quincena de mayo: Muy buena ha sido la comedia Andrómeda y Perseo, y vuestro amigo 'Juan Rana' ha cumplido famosamente con sus obligaciones; Bien, creo que si hubierais visto a Cosme Pérez, alias Juan Rana, se atrevería la risa a inquietar la función."
Felipe IV,dar cuenta,una carta fechada,"En una carta, fechada en Madrid el 9 de junio de este año, Felipe IV daba cuenta a doña Luisa Enríquez Manrique de la comedia Andrómeda y Perseo, de Calderón, representada en el Coliseo del Buen Retiro en la segunda quincena de mayo: Muy buena ha sido la comedia Andrómeda y Perseo, y vuestro amigo 'Juan Rana' ha cumplido famosamente con sus obligaciones; Bien, creo que si hubierais visto a Cosme Pérez, alias Juan Rana, se atrevería la risa a inquietar la función."
Cosme Pérez,representar,el papel Bato,"La gente moza se ha entretenido harto"" —la comedia representada Andrómeda y Perseo, de Calderón, fue Andrómeda y Perseo, en la que Cosme Pérez representó el papel de ""Bato""—; entre la documentación relativa a las fiestas del Corpus de Madrid consta una lista de los gastos de las fiestas del Corpus de este año, en la que se indica que Cosme Pérez recibió 1.000 rs.; Consta la respuesta, transmitida el 22 de noviembre por el Conde de Altamira, a la solicitud de ""Cosme Pérez, alias Juan Rana"" realizada el 18 de dicho mes, referente al ""paso de una ración ordinaria que goza por la despensa de la casa de la Reyna nuestra señora, para una hija de Cosme Pérez [Francisca María Pérez], con calidad que sea desde luego y que la susodicha no la pueda gozar si hubiese de andar en la farsa""."
Cosme Pérez,recibir,1.000 rs.,"La gente moza se ha entretenido harto"" —la comedia representada Andrómeda y Perseo, de Calderón, fue Andrómeda y Perseo, en la que Cosme Pérez representó el papel de ""Bato""—; entre la documentación relativa a las fiestas del Corpus de Madrid consta una lista de los gastos de las fiestas del Corpus de este año, en la que se indica que Cosme Pérez recibió 1.000 rs.; Consta la respuesta, transmitida el 22 de noviembre por el Conde de Altamira, a la solicitud de ""Cosme Pérez, alias Juan Rana"" realizada el 18 de dicho mes, referente al ""paso de una ración ordinaria que goza por la despensa de la casa de la Reyna nuestra señora, para una hija de Cosme Pérez [Francisca María Pérez], con calidad que sea desde luego y que la susodicha no la pueda gozar si hubiese de andar en la farsa""."
Rey,referir a,la participación Juan fiestas,"En una carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 17 de febrero de este año, el Rey se refería a la participación de Juan Rana en las fiestas de Carnaval de aquel año, donde Juan Rana había divertido con su actuación a la Reina y a la infanta María Teresa."
Rey,referir a,una carta Felipe doña,"En una carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 17 de febrero de este año, el Rey se refería a la participación de Juan Rana en las fiestas de Carnaval de aquel año, donde Juan Rana había divertido con su actuación a la Reina y a la infanta María Teresa."
Juan Rana,divertido con,su actuación,"En una carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 17 de febrero de este año, el Rey se refería a la participación de Juan Rana en las fiestas de Carnaval de aquel año, donde Juan Rana había divertido con su actuación a la Reina y a la infanta María Teresa."
Cosme Pérez,hacer,la graciosidad,"Consta un concierto, fechado en Madrid el 29 de junio, por el que Luis López Sustaete se comprometía a participar con su compañía, llevando a Cosme Pérez para que Cosme Pérez haga la graciosidad, en las fiestas de Nuestra Señora de Agosto de Navalagamella (Madrid), en las que se harían tres comedias, una el día 14 y dos el 15, con bailes y entremeses."
Cosme Pérez,hacer,las fiestas Señora harían,"Consta un concierto, fechado en Madrid el 29 de junio, por el que Luis López Sustaete se comprometía a participar con su compañía, llevando a Cosme Pérez para que Cosme Pérez haga la graciosidad, en las fiestas de Nuestra Señora de Agosto de Navalagamella (Madrid), en las que se harían tres comedias, una el día 14 y dos el 15, con bailes y entremeses."
Bernarda,intervenir junto,Cosme [Pérez,"Bernarda intervino junto con Cosme [Pérez] y Francisca de Castro en la representación del sainete Las fiestas bacanales, escrito por Antonio de Solís para la versión palaciega de la comedia Eurídice y Orfeo, que se representó el 6 de febrero de 1655."
Bernarda,intervenir junto,la representación sainete,"Bernarda intervino junto con Cosme [Pérez] y Francisca de Castro en la representación del sainete Las fiestas bacanales, escrito por Antonio de Solís para la versión palaciega de la comedia Eurídice y Orfeo, que se representó el 6 de febrero de 1655."
Juan Rana,intervenir en,El 7 febrero,"El 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia Las amazonas, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, 'la Borja' [Mariana de Borja], Luisa Romero, Mariana Romero y Bernarda Ramírez."
Juan Rana,intervenir en,la comedia representada,"El 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia Las amazonas, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, 'la Borja' [Mariana de Borja], Luisa Romero, Mariana Romero y Bernarda Ramírez."
Juan Rana,intervenir en,la loa Antonio,"El 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia Las amazonas, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, 'la Borja' [Mariana de Borja], Luisa Romero, Mariana Romero y Bernarda Ramírez."
Juan Rana,intervenir,el papel Juan,"Durante esta misma fiesta se representó el entremés Las visiones, en el que intervinieron 'Juan Rana' en el papel de ""Juan Rana"" y Bernarda Ramírez representando el papel de ""Quiteria, mujer de Juan Rana""."
Lobato,indicar como,error,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Lobato,indicar como,el año 1656,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Lobato,indicar como,fecha representación,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Juan Rana,hacer de,Tiempo,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Juan Rana,hacer de,cuya loa alegórica,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Juan Rana,representar,Cotarelo,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa Romero, Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro."
Juan Rana,representar,los papeles principales loa,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa Romero, Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro."
Luisa Romero,representar,Cuatro Edades: de Oro,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa Romero, Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro."
Diego Osorio,concertar con,los comisarios fiesta,"Consta un contrato, fechado en Madrid el 24 de abril, por el que Diego Osorio se concertó con los comisarios de la fiesta de Señora Santa Librada de Sigüenza (Guadalajara) para participar con su compañía, excepto Cosme Pérez, en la fiesta de Santa Librada [20 de julio] de dicha ciudad."
Jerónimo de Barrionuevo,describir de,el siguiente modo,"Según un testimonio recogido contemporáneamente por Jerónimo de Barrionuevo el 26 de junio, se representó en el Retiro el día de San Juan —probablemente el 23 de junio, noche de San Juan— la obra La restauración de España —también titulada La renegada de Valladolid, según Lobato—, que Jerónimo de Barrionuevo describe del siguiente modo: ""La comedia es burlesca."
Juan Rana,hacer,el hombre Rey,"Setenta mujeres fueron las que representaron la comedia, y Juan Rana tan solamente hizo el hombre y papel del Rey."
La Romerilla,salir en,una hamaca,"'La Romerilla' [¿Mariana o Luisa Romero?] salió en una hamaca a decir la Loa, y en un entremés donde se remedaba lo que pasa en el Prado aquella noche [de San Juan], entró un cochecillo pequeño en el salón alto donde se hacía la representación, con cuatro mujeres en él y dos mulas que le tiraban, siendo otra mujer el cochero que guiaba el cochecillo, subiéndole con una tramoya por las escaleras, como si el cochecillo lo hiciera en una de las calles del Prado""."
Cosme Pérez,figurar,el testamento José,"Cosme Pérez figura como testigo en el testamento de José Antonio Quevedo, fechado en Madrid el 2 de septiembre."
Cosme Pérez,figurar,testigo,"Cosme Pérez figura como testigo en el testamento de José Antonio Quevedo, fechado en Madrid el 2 de septiembre."
Bianco,denominar,il Grazzioso della Regina,"En la comedia Pico y Canente de Luis de Ulloa y Pereira y Rodrigo de Ávila, y en cuya loa y sainetes, escritos por Antonio de Solís, actuó 'Juan Rana', al que Bianco denomina ""il Grazzioso della Regina""."
Juan Rana,aparecer en,una nube oro traído,"Según se relata en la carta, 'Juan Rana' aparecía en lo alto sobre una nube de oro, traído por ""Flora"", supuestamente trasladado desde el Parnaso para que 'Juan Rana' representase la comedia."
Juan Rana,aparecer en,lo alto,"Según se relata en la carta, 'Juan Rana' aparecía en lo alto sobre una nube de oro, traído por ""Flora"", supuestamente trasladado desde el Parnaso para que 'Juan Rana' representase la comedia."
Juan Rana,representar,la comedia,"Según se relata en la carta, 'Juan Rana' aparecía en lo alto sobre una nube de oro, traído por ""Flora"", supuestamente trasladado desde el Parnaso para que 'Juan Rana' representase la comedia."
Baccio,describir,la loa,"Baccio describe también la loa, afirmando que cantaban en la loa Luisa y Mariana Romero."
Luisa,cantar en,la loa,"Baccio describe también la loa, afirmando que cantaban en la loa Luisa y Mariana Romero."
Cotarelo,datar,la fiesta,"Es probable, como observa Lobato a partir de una alusión en el sainete final de Solís, que la fiesta tuviera lugar en febrero, durante el período de Carnaval —Cotarelo dató erróneamente la fiesta y la representación en 1653—."
Cotarelo,datar,el período Carnaval,"Es probable, como observa Lobato a partir de una alusión en el sainete final de Solís, que la fiesta tuviera lugar en febrero, durante el período de Carnaval —Cotarelo dató erróneamente la fiesta y la representación en 1653—."
Juan Rana,intervenir en,la comedia Calderón,"El 17 de enero de este año 'Juan Rana' intervino en la comedia El golfo de las sirenas, de Calderón, y en la mojiganga Juan Rana en la Zarzuela, intrínsecamente vinculada a la comedia El golfo de las sirenas, que se representó ante Sus Majestades en el Real Sitio de la Zarzuela por las compañías de Diego Osorio y Pedro de la Rosa."
Juan Rana,intervenir en,El 17 enero,"El 17 de enero de este año 'Juan Rana' intervino en la comedia El golfo de las sirenas, de Calderón, y en la mojiganga Juan Rana en la Zarzuela, intrínsecamente vinculada a la comedia El golfo de las sirenas, que se representó ante Sus Majestades en el Real Sitio de la Zarzuela por las compañías de Diego Osorio y Pedro de la Rosa."
Jerónimo de Barrionuevo,recoger,la siguiente noticia,"En uno de sus Avisos, fechado el 31 de enero, Jerónimo de Barrionuevo recoge la siguiente noticia: ""Dicen que envían una compañía de comediantes selectos de todas las demás al señor don Juan de Austria, y entre ellos a Bernardilla [¿Bernarda Ramírez?], a los dos hermanos Pradillos [¿Sebastián García de Prado y José Antonio García de Prado?] y al mejor gracioso [¿Cosme Pérez?], para que desde allí pasen a Francia a que la Reina Madre los vea, que la Reina Madre se lo ha escrito con grandes instancias, movida de lo mucho que se los ha alabado allá los que estuvieron aquí en el Retiro, y que el viaje y galas costarán 50.000 ducados""."
Reina Madre,escribir con,grandes instancias movida,"En uno de sus Avisos, fechado el 31 de enero, Jerónimo de Barrionuevo recoge la siguiente noticia: ""Dicen que envían una compañía de comediantes selectos de todas las demás al señor don Juan de Austria, y entre ellos a Bernardilla [¿Bernarda Ramírez?], a los dos hermanos Pradillos [¿Sebastián García de Prado y José Antonio García de Prado?] y al mejor gracioso [¿Cosme Pérez?], para que desde allí pasen a Francia a que la Reina Madre los vea, que la Reina Madre se lo ha escrito con grandes instancias, movida de lo mucho que se los ha alabado allá los que estuvieron aquí en el Retiro, y que el viaje y galas costarán 50.000 ducados""."
Alenda,recoger,una relación da,"Alenda y Mira recoge una relación en la que se da cuenta de la fiesta pública celebrada en Madrid el 6 de diciembre, con motivo de la salida de Su Majestad en público para dar gracias a la Virgen de Atocha por el nacimiento del Príncipe, y en ella consta que, para esta ocasión, ""hubo arrimado a las rejas de palacio un tablado, y en él representaba la compañía de Pedro de la Rosa […]."
Rey Felipe IV,escribir a,doña Luisa Enríquez Manrique,"En una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole sobre las fiestas de Carnaval en el Palacio del Buen Retiro: ""Y aquí se pasaron bien estas Carnestolendas en que Juan Rana no dejara de hacer muy bien su oficio""."
Rey Felipe IV,escribir a,una carta fechada,"En una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole sobre las fiestas de Carnaval en el Palacio del Buen Retiro: ""Y aquí se pasaron bien estas Carnestolendas en que Juan Rana no dejara de hacer muy bien su oficio""."
Cosme Pérez,intervenir,Bernarda Ramírez,"Junto a la comedia Triunfos de Amor y Fortuna se representó el entremés del mismo Solís titulado Salta en banco, en el que intervino Cosme Pérez junto a Bernarda Ramírez, Bernarda Manuela, Luisa y Mariana Romero, Francisca Bezón 'la Bezona', María de Prado y María de Quiñones."
Juan Rana,actuar,Bernarda Ramírez,"También se representó el entremés titulado El niño caballero, del mismo Solís, en el que actuó Juan Rana junto a Bernarda Ramírez, Francisca Bezona, Mariana de Borja 'la Borja', Simón Aguado, Mateo Godoy, Pedro de la Rosa y Tomás de Nájera."
Juan Rana,intervenir,Bernarda Ramírez,"También se representó como final de fiesta el sainete Aguardad, supremos dioses del mismo Solís, en el que intervino Juan Rana junto a Bernarda Ramírez, Simón Aguado, Bernarda Manuela, Mariana Borja, Pedro de la Rosa, Mateo Godoy, Diego Osorio y Jerónimo de Heredia."
Francisco Gutiérrez,enviar desde,Salamanca,"Consta una carta de pago, fechada en Madrid el 12 de octubre, de Cosme Pérez, vecino de Madrid y con domicilio en la calle de Cantarranas, en casas propias, que acusaba recibo de 784 rs. que Francisco Gutiérrez, yerno de Luis López Sustaete, había enviado desde Salamanca el 2 de octubre, y que eran a cuenta de lo que Francisco Gutiérrez le debía a su suegro Luis López Sustaete y del ""precio de un vestido""."
Francisco Gutiérrez,enviar desde,el 2 octubre,"Consta una carta de pago, fechada en Madrid el 12 de octubre, de Cosme Pérez, vecino de Madrid y con domicilio en la calle de Cantarranas, en casas propias, que acusaba recibo de 784 rs. que Francisco Gutiérrez, yerno de Luis López Sustaete, había enviado desde Salamanca el 2 de octubre, y que eran a cuenta de lo que Francisco Gutiérrez le debía a su suegro Luis López Sustaete y del ""precio de un vestido""."
Francisco Gutiérrez,deber a,su suegro,"Consta una carta de pago, fechada en Madrid el 12 de octubre, de Cosme Pérez, vecino de Madrid y con domicilio en la calle de Cantarranas, en casas propias, que acusaba recibo de 784 rs. que Francisco Gutiérrez, yerno de Luis López Sustaete, había enviado desde Salamanca el 2 de octubre, y que eran a cuenta de lo que Francisco Gutiérrez le debía a su suegro Luis López Sustaete y del ""precio de un vestido""."
Cosme Pérez,hacer,cargo rs,"Al encontrarse Luis López Sustaete ya indispuesto para recibir los 784 rs. y no estar ya ""sujeto para recibir los 784 rs."", Cosme Pérez se hizo cargo de los 784 rs. para pagar los gastos del entierro de Luis López Sustaete en caso de que falleciese."
Cosme Pérez,hacer cargo,784 rs,"Al encontrarse Luis López Sustaete ya indispuesto para recibir los 784 rs. y no estar ya ""sujeto para recibir los 784 rs."", Cosme Pérez se hizo cargo de los 784 rs. para pagar los gastos del entierro de Luis López Sustaete en caso de que Luis López Sustaete falleciese."
Gutiérrez,enviar,800 rs.,"En dicha carta de pago se declara que, aunque Gutiérrez había enviado 800 rs., Cosme Pérez recibió 16 rs. menos, que Cosme Pérez empleó en pagar al ordinario el porte del dinero."
Cosme Pérez,recibir,16 rs. empleó,"En dicha carta de pago se declara que, aunque Gutiérrez había enviado 800 rs., Cosme Pérez recibió 16 rs. menos, que Cosme Pérez empleó en pagar al ordinario el porte del dinero."
Luis López,recibir,esos 784 rs vellón,"Entre los bienes se encuentran los 784 rs. de vellón enviados desde Salamanca a Luis López por Francisco Gutiérrez, y Luis López recibió esos 784 rs. de vellón a través de Cosme Pérez, otro testamentario del dicho Luis López."
Luis López,recibir,través Cosme,"Entre los bienes se encuentran los 784 rs. de vellón enviados desde Salamanca a Luis López por Francisco Gutiérrez, y Luis López recibió esos 784 rs. de vellón a través de Cosme Pérez, otro testamentario del dicho Luis López."
M. L. Lobato,corregir,la fecha,"Edición del baile Los Juan Ranas"", en Scriptura, 17, p. 242, en donde M. L. Lobato corrige la fecha que figura en el primero de los dos artículos que acabamos de citar con la sigla Lo, 105)."
Cosme Pérez,representar junto,Bernarda Ramírez,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja]."
Cosme Pérez,representar junto,Urzáiz,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja]."
Cosme Pérez,representar junto,este año,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja]."
Juan Rana,bajar de,el tablado,"Durante la representación de la obra El toreador, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito"", haciéndoles cortesías."
Juan Rana,bajar de,la representación obra,"Durante la representación de la obra El toreador, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito"", haciéndoles cortesías."
Juan Rana,bajar de,el tablado,"Durante la representación de la obra El toreador, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito"", haciéndoles cortesías."
Juan Rana,bajar de,la representación obra,"Durante la representación de la obra El toreador, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito"", haciéndoles cortesías."
Catalina Ramos,morir en,el 1 septiembre,"Según Cotarelo, el 1 de septiembre Catalina Ramos, hija de Juan Ramos y sobrina de ""Cosme Pérez, comediante"", murió en la calle de Cantarranas."
Catalina Ramos,morir en,Cotarelo,"Según Cotarelo, el 1 de septiembre Catalina Ramos, hija de Juan Ramos y sobrina de ""Cosme Pérez, comediante"", murió en la calle de Cantarranas."
Catalina Ramos,morir en,calle de Cantarranas,"Según Cotarelo, el 1 de septiembre Catalina Ramos, hija de Juan Ramos y sobrina de ""Cosme Pérez, comediante"", murió en la calle de Cantarranas."
Cotarelo,recoger,el testimonio contemporáneo aparece,"Rennert y, después de él, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, fue la presencia de Juan Araña, el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Juan Araña tenía cerca de ochenta años""."
