Head,Relation,Tail,Context
Duque de Nájera,informar a,el grefier Reina,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Simón de Alcántara, por la que el Duque de Nájera informa al grefier de la Reina Simón de Alcántara: ""Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír,"" y en esta conformidad se apuntará a Juan Rana en los libros para que se le acuda con la ración ordinaria desde la hecha de esta""; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ""ver a 'Juan Rana' en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel"";"
Juan Rana,gozar por,la casa Reina hace,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Simón de Alcántara, por la que el Duque de Nájera informa al grefier de la Reina Simón de Alcántara: ""Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír,"" y en esta conformidad se apuntará a Juan Rana en los libros para que se le acuda con la ración ordinaria desde la hecha de esta""; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ""ver a 'Juan Rana' en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel"";"
Rey,reflejar,una carta Felipe fechada,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Simón de Alcántara, por la que el Duque de Nájera informa al grefier de la Reina Simón de Alcántara: ""Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír,"" y en esta conformidad se apuntará a Juan Rana en los libros para que se le acuda con la ración ordinaria desde la hecha de esta""; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ""ver a 'Juan Rana' en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel"";"
Rey,reflejar,la expectativa generada,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Simón de Alcántara, por la que el Duque de Nájera informa al grefier de la Reina Simón de Alcántara: ""Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír,"" y en esta conformidad se apuntará a Juan Rana en los libros para que se le acuda con la ración ordinaria desde la hecha de esta""; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ""ver a 'Juan Rana' en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel"";"
Juan Rana,tener,buen papel,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Simón de Alcántara, por la que el Duque de Nájera informa al grefier de la Reina Simón de Alcántara: ""Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír,"" y en esta conformidad se apuntará a Juan Rana en los libros para que se le acuda con la ración ordinaria desde la hecha de esta""; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ""ver a 'Juan Rana' en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel"";"
Cotarelo,inferir de,esta carta,—Cotarelo infiere de esta carta que el actor Cosme Pérez 'Juan Rana' tomó parte en las fiestas del Corpus—.
Felipe IV,dar cuenta,doña Luisa Enríquez Manrique,"En una carta, fechada en Madrid el 9 de junio de este año, Felipe IV daba cuenta a doña Luisa Enríquez Manrique de una comedia representada en el Coliseo del Buen Retiro en la segunda quincena de mayo: ""Muy buena ha sido la comedia Andrómeda y Perseo, y vuestro amigo 'Juan Rana' ha cumplido famosamente con sus obligaciones;"" Bien, creo que si hubierais visto a Juan Rana, se atreviera la risa a inquietar la función."
Felipe IV,dar cuenta,una carta fechada,"En una carta, fechada en Madrid el 9 de junio de este año, Felipe IV daba cuenta a doña Luisa Enríquez Manrique de una comedia representada en el Coliseo del Buen Retiro en la segunda quincena de mayo: ""Muy buena ha sido la comedia Andrómeda y Perseo, y vuestro amigo 'Juan Rana' ha cumplido famosamente con sus obligaciones;"" Bien, creo que si hubierais visto a Juan Rana, se atreviera la risa a inquietar la función."
Cosme Pérez,representar,el papel Bato,"—la comedia representada fue Andrómeda y Perseo, de Calderón, en la que Cosme Pérez representó el papel de ""Bato""—; Entre la documentación relativa a las fiestas del Corpus de Madrid consta una lista de los gastos de las fiestas del Corpus de este año, en la que se indica que Cosme Pérez recibió 1.000 rs.; consta la respuesta del Conde de Altamira, transmitida el 22 de noviembre por el Conde de Altamira, a la solicitud de ""Cosme Pérez, alias Juan Rana"" realizada el 18 de dicho mes, referente al ""paso de una ración ordinaria que goza por la despensa de la casa de la Reyna nuestra señora, para una hija suya [Francisca María Pérez], con calidad que sea desde luego y que Francisca María Pérez no pueda gozar la ración ordinaria si hubiese de andar en la farsa""."
Cosme Pérez,recibir,1.000 rs.,"—la comedia representada fue Andrómeda y Perseo, de Calderón, en la que Cosme Pérez representó el papel de ""Bato""—; Entre la documentación relativa a las fiestas del Corpus de Madrid consta una lista de los gastos de las fiestas del Corpus de este año, en la que se indica que Cosme Pérez recibió 1.000 rs.; consta la respuesta del Conde de Altamira, transmitida el 22 de noviembre por el Conde de Altamira, a la solicitud de ""Cosme Pérez, alias Juan Rana"" realizada el 18 de dicho mes, referente al ""paso de una ración ordinaria que goza por la despensa de la casa de la Reyna nuestra señora, para una hija suya [Francisca María Pérez], con calidad que sea desde luego y que Francisca María Pérez no pueda gozar la ración ordinaria si hubiese de andar en la farsa""."
Francisca María Pérez,gozar,la ración ordinaria,"—la comedia representada fue Andrómeda y Perseo, de Calderón, en la que Cosme Pérez representó el papel de ""Bato""—; Entre la documentación relativa a las fiestas del Corpus de Madrid consta una lista de los gastos de las fiestas del Corpus de este año, en la que se indica que Cosme Pérez recibió 1.000 rs.; consta la respuesta del Conde de Altamira, transmitida el 22 de noviembre por el Conde de Altamira, a la solicitud de ""Cosme Pérez, alias Juan Rana"" realizada el 18 de dicho mes, referente al ""paso de una ración ordinaria que goza por la despensa de la casa de la Reyna nuestra señora, para una hija suya [Francisca María Pérez], con calidad que sea desde luego y que Francisca María Pérez no pueda gozar la ración ordinaria si hubiese de andar en la farsa""."
Rey,referir a,la participación Juan fiestas,"En una carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 17 de febrero de este año, el Rey se refería a la participación de Juan Rana en las fiestas de Carnaval de aquel año, donde Juan Rana había divertido con su actuación a la Reina y a la infanta María Teresa."
Rey,referir a,una carta Felipe doña,"En una carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 17 de febrero de este año, el Rey se refería a la participación de Juan Rana en las fiestas de Carnaval de aquel año, donde Juan Rana había divertido con su actuación a la Reina y a la infanta María Teresa."
Juan Rana,divertido con,su actuación,"En una carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 17 de febrero de este año, el Rey se refería a la participación de Juan Rana en las fiestas de Carnaval de aquel año, donde Juan Rana había divertido con su actuación a la Reina y a la infanta María Teresa."
Cosme Pérez,hacer,las fiestas Señora harían,"Consta un concierto, fechado en Madrid el 29 de junio, por el que Luis López Sustaete se comprometía a participar con su compañía, llevando a Cosme Pérez para que Cosme Pérez haga la graciosidad, en las fiestas de Nuestra Señora de Agosto de Navalagamella (Madrid), en las que se harían tres comedias, una el día 14 y dos el 15, con bailes y entremeses."
Cosme Pérez,hacer,la graciosidad,"Consta un concierto, fechado en Madrid el 29 de junio, por el que Luis López Sustaete se comprometía a participar con su compañía, llevando a Cosme Pérez para que Cosme Pérez haga la graciosidad, en las fiestas de Nuestra Señora de Agosto de Navalagamella (Madrid), en las que se harían tres comedias, una el día 14 y dos el 15, con bailes y entremeses."
Juan Rana,intervenir en,la comedia representada,"El 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia Las amazonas, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, Mariana de Borja, Luisa Romero, Mariana Romero y Bernarda Ramírez."
Juan Rana,intervenir en,la loa Antonio,"El 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia Las amazonas, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, Mariana de Borja, Luisa Romero, Mariana Romero y Bernarda Ramírez."
Juan Rana,intervenir en,El 7 febrero,"El 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia Las amazonas, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, Mariana de Borja, Luisa Romero, Mariana Romero y Bernarda Ramírez."
Juan Rana,intervenir,el papel Juan,"Durante esta misma fiesta se representó el entremés Las visiones, en el que intervinieron 'Juan Rana' en el papel de ""Juan Rana"" y Bernarda Ramírez representando el papel de ""Quiteria, mujer de Juan Rana""."
Lobato,indicar como,fecha representación,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Lobato,indicar como,error,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Lobato,indicar como,el año 1656,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Juan Rana,hacer de,cuya loa alegórica,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Juan Rana,hacer de,Tiempo,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Juan Rana,representar,Cotarelo,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa Romero, Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro."
Juan Rana,representar,los papeles principales loa,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa Romero, Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro."
Luisa Romero,representar,Cuatro Edades: de Oro,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa Romero, Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro."
Diego Osorio,concertar con,los comisarios fiesta,"Consta un contrato, fechado en Madrid el 24 de abril, por el que Diego Osorio se concertó con los comisarios de la fiesta de Señora Santa Librada de Sigüenza (Guadalajara) para participar con su compañía, excepto Cosme Pérez, en la fiesta de Señora Santa Librada de Sigüenza [20 de julio] de dicha ciudad."
Juan Rana,recibir,1.400 rs,"Entre la documentación relativa a las fiestas del Corpus madrileño consta un documento, sin fecha, en que se recogen los gastos de las fiestas del Corpus de Madrid de este año [27 de mayo], en el que se indica que 'Juan Rana' recibió 1.400 rs."
Barrionuevo,describir,la obra modo,"Barrionuevo describe la obra del siguiente modo: ""La comedia burlesca."
Juan Rana,hacer,el hombre Rey,"Setenta mujeres fueron las que representaron la comedia, y Juan Rana tan solamente hizo el hombre y papel del Rey."
La Romerilla,salir en,una hamaca,"'La Romerilla' [¿Mariana o Luisa Romero?] salió en una hamaca a decir la Loa, y en un entremés donde se remedaba lo que pasa en el Prado aquella noche [de San Juan], entró un cochecillo pequeño en el salón alto donde se hacía la representación, con cuatro mujeres en él y dos mulas que le tiraban, siendo otra mujer el cochero que guiaba el cochecillo, subiéndole con una tramoya por las escaleras, como si lo hiciera en una de las calles del Prado""."
Cosme Pérez,figurar,el testamento José,"Cosme Pérez figura como testigo en el testamento de José Antonio Quevedo, fechado en Madrid el 2 de septiembre."
Cosme Pérez,figurar,testigo,"Cosme Pérez figura como testigo en el testamento de José Antonio Quevedo, fechado en Madrid el 2 de septiembre."
Baccio del Bianco,denominar,il Grazzioso della Regina,"En cuya loa y sainetes, escritos por Antonio de Solís, actuó 'Juan Rana', a quien Baccio del Bianco denomina ""il Grazzioso della Regina""."
Juan Rana,aparecer en,una nube oro traído,"Según se relata en la carta, 'Juan Rana' aparecía en lo alto sobre una nube de oro, traído por ""Flora"", supuestamente trasladado desde el Parnaso para que representase la comedia Pico y Canente."
Juan Rana,aparecer en,lo alto,"Según se relata en la carta, 'Juan Rana' aparecía en lo alto sobre una nube de oro, traído por ""Flora"", supuestamente trasladado desde el Parnaso para que representase la comedia Pico y Canente."
Baccio,describir también,la loa,"Baccio describe también la loa, afirmando que Luisa Romero y Mariana Romero cantaban en ella."
Lobato,observar,una alusión sainete,"Es probable, como observa Lobato a partir de una alusión en el sainete final de Solís, que la fiesta tuviera lugar en febrero, durante el período de Carnaval."
Cotarelo,datar erróneamente,la fiesta,—Cotarelo dató erróneamente la fiesta y la representación en 1653—.
Cosme Pérez,intervenir en,la comedia Calderón,"El 17 de enero de este año Cosme Pérez, conocido como 'Juan Rana', intervino en la comedia El golfo de las sirenas, de Calderón, y en la mojiganga Juan Rana en la Zarzuela, intrínsecamente vinculada a esta obra, que se representó ante Sus Majestades en el Real Sitio de la Zarzuela por las compañías de Diego Osorio y Pedro de la Rosa."
Cosme Pérez,intervenir en,El 17 enero,"El 17 de enero de este año Cosme Pérez, conocido como 'Juan Rana', intervino en la comedia El golfo de las sirenas, de Calderón, y en la mojiganga Juan Rana en la Zarzuela, intrínsecamente vinculada a esta obra, que se representó ante Sus Majestades en el Real Sitio de la Zarzuela por las compañías de Diego Osorio y Pedro de la Rosa."
Jerónimo de Barrionuevo,recoger,la siguiente noticia,"En uno de sus Avisos, fechado el 31 de enero, Jerónimo de Barrionuevo recoge la siguiente noticia: ""Dicen que envían una compañía de comediantes selectos de todas las demás al señor don Juan de Austria, y entre ellos la Bernardilla [¿Bernarda Ramírez?], los dos hermanos Pradillos [¿Sebastián García de Prado y José Antonio García de Prado?] y el mejor gracioso [¿Cosme Pérez?], para que desde allí pasen a Francia a que la Reina Madre los vea, que la Reina Madre se lo ha escrito con grandes instancias, movida de lo mucho que se los ha alabado allá los que estuvieron aquí en el Retiro, y que el viaje y galas costarán 50.000 ducados""."
Reina Madre,escribir con,grandes instancias movida,"En uno de sus Avisos, fechado el 31 de enero, Jerónimo de Barrionuevo recoge la siguiente noticia: ""Dicen que envían una compañía de comediantes selectos de todas las demás al señor don Juan de Austria, y entre ellos la Bernardilla [¿Bernarda Ramírez?], los dos hermanos Pradillos [¿Sebastián García de Prado y José Antonio García de Prado?] y el mejor gracioso [¿Cosme Pérez?], para que desde allí pasen a Francia a que la Reina Madre los vea, que la Reina Madre se lo ha escrito con grandes instancias, movida de lo mucho que se los ha alabado allá los que estuvieron aquí en el Retiro, y que el viaje y galas costarán 50.000 ducados""."
Alenda,recoger,una relación da,"Alenda y Mira recoge una relación en la que se da cuenta de la fiesta pública celebrada en Madrid el 6 de diciembre, con motivo de la salida de Su Majestad en público para dar gracias a la Virgen de Atocha por el nacimiento del Príncipe, y en ella consta que, para esta ocasión, ""hubo arrimado a las rejas de palacio un tablado, y en él representaba la compañía de Pedro de la Rosa […]."
Rey Felipe IV,escribir a,doña Luisa Enríquez Manrique,"Para celebrar el nacimiento del príncipe Felipe Próspero, el dramaturgo Agustín Moreto escribió el entremés El alcalde de Alcorcón, que fue representado el 6 de enero de este año con motivo de la salida de la Reina a misa en la Real Capilla, En el que intervinieron, según M. L. Lobato, los actores Juan Rana, Bernarda Ramírez, Simón Aguado, Luis de Mendoza, Mariana Romero y Luisa Romero, Mariana de Borja y Luciana Leal; En una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole a doña Luisa Enríquez Manrique sobre las fiestas de Carnaval en el Palacio del Buen Retiro: Y aquí se pasaron bien estas Carnestolendas en que no dejara de hacer vuestro amigo Juan Rana muy bien su oficio; El 27 de febrero de este año Sus Majestades asistieron en el Coliseo del Retiro a la representación de la comedia de Antonio de Solís Triunfos de Amor y Fortuna, que tuvo lugar con motivo de los festejos por el nacimiento del príncipe Felipe Próspero."
Rey Felipe IV,escribir a,una carta fechada,"Para celebrar el nacimiento del príncipe Felipe Próspero, el dramaturgo Agustín Moreto escribió el entremés El alcalde de Alcorcón, que fue representado el 6 de enero de este año con motivo de la salida de la Reina a misa en la Real Capilla, En el que intervinieron, según M. L. Lobato, los actores Juan Rana, Bernarda Ramírez, Simón Aguado, Luis de Mendoza, Mariana Romero y Luisa Romero, Mariana de Borja y Luciana Leal; En una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole a doña Luisa Enríquez Manrique sobre las fiestas de Carnaval en el Palacio del Buen Retiro: Y aquí se pasaron bien estas Carnestolendas en que no dejara de hacer vuestro amigo Juan Rana muy bien su oficio; El 27 de febrero de este año Sus Majestades asistieron en el Coliseo del Retiro a la representación de la comedia de Antonio de Solís Triunfos de Amor y Fortuna, que tuvo lugar con motivo de los festejos por el nacimiento del príncipe Felipe Próspero."
Cosme Pérez,intervenir,Bernarda Ramírez,"Junto a la comedia de Antonio de Solís Triunfos de Amor y Fortuna se representó el entremés del mismo Solís titulado Salta en banco, en el que intervino Cosme Pérez junto a Bernarda Ramírez, Bernarda Manuela, Luisa y Mariana Romero, Francisca Bezón 'la Bezona', María de Prado y María de Quiñones, y también se representó el entremés titulado El niño caballero, del mismo Solís, en el que actuó Juan Rana junto a Bernarda Ramírez, Francisca Bezona, Mariana de Borja 'la Borja', Simón Aguado, Mateo Godoy, Pedro de la Rosa y Tomás de Nájera."
Juan Rana,actuar,Bernarda Ramírez,"Junto a la comedia de Antonio de Solís Triunfos de Amor y Fortuna se representó el entremés del mismo Solís titulado Salta en banco, en el que intervino Cosme Pérez junto a Bernarda Ramírez, Bernarda Manuela, Luisa y Mariana Romero, Francisca Bezón 'la Bezona', María de Prado y María de Quiñones, y también se representó el entremés titulado El niño caballero, del mismo Solís, en el que actuó Juan Rana junto a Bernarda Ramírez, Francisca Bezona, Mariana de Borja 'la Borja', Simón Aguado, Mateo Godoy, Pedro de la Rosa y Tomás de Nájera."
Juan Rana,intervenir,Bernarda Ramírez,"También se representó como final de fiesta el sainete Aguardad, supremos dioses del mismo Solís, en el que intervino Juan Rana junto a Bernarda Ramírez, Simón Aguado, Bernarda Manuela, Mariana Borja, Pedro de la Rosa, Mateo Godoy, Diego Osorio y Jerónimo de Heredia; A partir del entremés de El niño caballero, de Solís, Rennert creyó que podía deducirse que, en ese tiempo, Bernarda Manuela era la esposa de Cosme Pérez,  
pero se trata de una deducción errónea: véase la introducción de la entrada;   entre la documentación relativa a las fiestas del Corpus de Madrid consta una memoria, sin fecha, de las ""cosas de demasías"" en los carros,   en la que se indica que se pagaron 60 rs. por un vestido de gigante con su maza y cabeza para 'Juan Rana' [Cosme Pérez] y 36 rs. por otra cabeza de gigante con su tocado para la dama de 'Juan Rana'."
Juan Rana,intervenir,el entremés niño,"También se representó como final de fiesta el sainete Aguardad, supremos dioses del mismo Solís, en el que intervino Juan Rana junto a Bernarda Ramírez, Simón Aguado, Bernarda Manuela, Mariana Borja, Pedro de la Rosa, Mateo Godoy, Diego Osorio y Jerónimo de Heredia; A partir del entremés de El niño caballero, de Solís, Rennert creyó que podía deducirse que, en ese tiempo, Bernarda Manuela era la esposa de Cosme Pérez,  
pero se trata de una deducción errónea: véase la introducción de la entrada;   entre la documentación relativa a las fiestas del Corpus de Madrid consta una memoria, sin fecha, de las ""cosas de demasías"" en los carros,   en la que se indica que se pagaron 60 rs. por un vestido de gigante con su maza y cabeza para 'Juan Rana' [Cosme Pérez] y 36 rs. por otra cabeza de gigante con su tocado para la dama de 'Juan Rana'."
Francisco Gutiérrez,deber a,Luis López Sustaete,"Posteriormente, en otra partida de gastos, figura un pago de 50 rs. para el vestido de Cosme Pérez, conocido como ""Juan Rana""; consta una carta de pago, fechada en Madrid el 12 de octubre, de Cosme Pérez, vecino de Madrid y con domicilio en la calle de Cantarranas, en casas propias, que acusaba recibo de 784 rs. que había enviado Francisco Gutiérrez, yerno de Luis López Sustaete, desde Salamanca el 2 de octubre, y que eran a cuenta de lo que Francisco Gutiérrez le debía a Luis López Sustaete y del ""precio de un vestido""."
Cosme Pérez,hacer cargo,784 rs. vellón,"Al encontrarse Luis López Sustaete ya indispuesto para recibir los 784 rs. de vellón enviados desde Salamanca por Francisco Gutiérrez y no estar ya ""sujeto para recibir los 784 rs. de vellón"", Cosme Pérez se hizo cargo de los 784 rs. de vellón para pagar los gastos del entierro de Luis López Sustaete en caso de que falleciese."
Francisco Gutiérrez,enviar,800 rs.,"En dicha carta de pago se declara que, aunque Francisco Gutiérrez había enviado 800 rs., Cosme Pérez recibió 16 rs. menos, que se emplearon en pagar al ordinario el porte del dinero."
Cosme Pérez,recibir,16 rs. emplearon,"En dicha carta de pago se declara que, aunque Francisco Gutiérrez había enviado 800 rs., Cosme Pérez recibió 16 rs. menos, que se emplearon en pagar al ordinario el porte del dinero."
M. L. Lobato,corregir,Scriptura,"en el que actuaron Cosme Pérez, Bernarda Ramírez, Bernarda Manuela, Francisca Bezón, Gregorio de la Rosa, Simón Aguado, Diego Osorio, 'la Borja' [Mariana de Borja], Micaela Fernández, Ana —actriz cuyo apellido no se ha podido identificar—, María de Prado, Jerónima de Olmedo, Juana Caro, Micaela de Borja y una mujer que responde a la abreviatura 'Quir.' y edición del baile Los Juan Ranas "", en Scriptura, 17, p. 242, en donde M. L. Lobato corrige la fecha que figura en el primero de los dos artículos que acabamos de citar con la sigla Lo, 105)."
M. L. Lobato,corregir,la fecha,"en el que actuaron Cosme Pérez, Bernarda Ramírez, Bernarda Manuela, Francisca Bezón, Gregorio de la Rosa, Simón Aguado, Diego Osorio, 'la Borja' [Mariana de Borja], Micaela Fernández, Ana —actriz cuyo apellido no se ha podido identificar—, María de Prado, Jerónima de Olmedo, Juana Caro, Micaela de Borja y una mujer que responde a la abreviatura 'Quir.' y edición del baile Los Juan Ranas "", en Scriptura, 17, p. 242, en donde M. L. Lobato corrige la fecha que figura en el primero de los dos artículos que acabamos de citar con la sigla Lo, 105)."
Cosme Pérez,representar junto,este año,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja]"
Cosme Pérez,representar junto,Urzáiz,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja]"
Cosme Pérez,representar junto,Bernarda Ramírez,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja]"
Juan Rana,bajar de,la representación obra,"Durante la representación de la obra, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito""."
Juan Rana,bajar de,el tablado,"Durante la representación de la obra, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito""."
Juan Rana,bajar de,la representación obra,"Durante la representación de la obra, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito""."
Juan Rana,bajar de,el tablado,"Durante la representación de la obra, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito""."
Juan Rana,actuar en,M. L. Lobato,"Según M. L. Lobato, 'Juan Rana' actuó en el entremés El ayo de Moreto, representado con motivo del cumpleaños del rey Felipe IV, quizá este año, como propone la citada investigadora, y en el que actuaron también Mateo de Godoy y Jerónimo Morales."
Juan Rana,actuar en,el entremés representado,"Según M. L. Lobato, 'Juan Rana' actuó en el entremés El ayo de Moreto, representado con motivo del cumpleaños del rey Felipe IV, quizá este año, como propone la citada investigadora, y en el que actuaron también Mateo de Godoy y Jerónimo Morales."
Catalina Ramos,morir en,Cotarelo,"Según Cotarelo, el 1 de septiembre Catalina Ramos, hija de Juan Ramos y sobrina de ""Cosme Pérez, comediante"", murió en la calle de Cantarranas, donde vivía con su tío Cosme Pérez."
Catalina Ramos,morir en,calle de Cantarranas,"Según Cotarelo, el 1 de septiembre Catalina Ramos, hija de Juan Ramos y sobrina de ""Cosme Pérez, comediante"", murió en la calle de Cantarranas, donde vivía con su tío Cosme Pérez."
Catalina Ramos,morir en,el 1 septiembre,"Según Cotarelo, el 1 de septiembre Catalina Ramos, hija de Juan Ramos y sobrina de ""Cosme Pérez, comediante"", murió en la calle de Cantarranas, donde vivía con su tío Cosme Pérez."
