Head,Relation,Tail,Context
Juan Rana,tener,"la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel","Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Rey Nuestro Señor,sobrevenir estando,Descalzas,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Mariana Romero,participar,Cotarelo,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Cotarelo,referir a,la existencia,"Cotarelo se refiere a la existencia en el Archivo Municipal de Madrid de una carta, fechada el 5 de junio, de Juan González, hijo de José González, consejero y protector de los teatros, a don Francisco Sardeneta y Mendoza, solicitando en nombre de su padre una ayuda de costa de 400 rs."
Cosme Pérez 'Juan Rana,necesitar de,esa ayuda,para Cosme Pérez 'Juan Rana' porque Cosme Pérez 'Juan Rana' necesita de esa ayuda.
Cosme Pérez 'Juan Rana,necesitar de,Cosme Pérez 'Juan Rana,para Cosme Pérez 'Juan Rana' porque Cosme Pérez 'Juan Rana' necesita de esa ayuda.
Cotarelo,inferir de,esta carta,—Cotarelo infiere de esta carta que el actor Cosme Pérez 'Juan Rana' tomó parte en las fiestas del Corpus—.
Felipe IV,dar cuenta,"una carta, fechada en Madrid el 9 de junio de este año,","En una carta, fechada en Madrid el 9 de junio de este año, Felipe IV daba cuenta a doña Luisa Enríquez Manrique de la comedia Andrómeda y Perseo, de Calderón, representada en el Coliseo del Buen Retiro en la segunda quincena de mayo: Muy buena ha sido la comedia Andrómeda y Perseo, y vuestro amigo 'Juan Rana' ha cumplido famosamente con sus obligaciones; Bien, creo que si hubierais visto a Cosme Pérez, alias Juan Rana, se atrevería la risa a inquietar la función."
Felipe IV,dar cuenta,doña,"En una carta, fechada en Madrid el 9 de junio de este año, Felipe IV daba cuenta a doña Luisa Enríquez Manrique de la comedia Andrómeda y Perseo, de Calderón, representada en el Coliseo del Buen Retiro en la segunda quincena de mayo: Muy buena ha sido la comedia Andrómeda y Perseo, y vuestro amigo 'Juan Rana' ha cumplido famosamente con sus obligaciones; Bien, creo que si hubierais visto a Cosme Pérez, alias Juan Rana, se atrevería la risa a inquietar la función."
Cosme Pérez,representar,el papel,"La gente moza se ha entretenido harto"" —la comedia representada Andrómeda y Perseo, de Calderón, fue Andrómeda y Perseo, en la que Cosme Pérez representó el papel de ""Bato""—; entre la documentación relativa a las fiestas del Corpus de Madrid consta una lista de los gastos de las fiestas del Corpus de este año, en la que se indica que Cosme Pérez recibió 1.000 rs."
Cosme Pérez,representar,; entre la documentación relativa a las fiestas del Corpus de Madrid,"La gente moza se ha entretenido harto"" —la comedia representada Andrómeda y Perseo, de Calderón, fue Andrómeda y Perseo, en la que Cosme Pérez representó el papel de ""Bato""—; entre la documentación relativa a las fiestas del Corpus de Madrid consta una lista de los gastos de las fiestas del Corpus de este año, en la que se indica que Cosme Pérez recibió 1.000 rs."
Andrómeda,constar,una lista,"La gente moza se ha entretenido harto"" —la comedia representada Andrómeda y Perseo, de Calderón, fue Andrómeda y Perseo, en la que Cosme Pérez representó el papel de ""Bato""—; entre la documentación relativa a las fiestas del Corpus de Madrid consta una lista de los gastos de las fiestas del Corpus de este año, en la que se indica que Cosme Pérez recibió 1.000 rs."
Cosme Pérez,recibir,1.000 rs,"La gente moza se ha entretenido harto"" —la comedia representada Andrómeda y Perseo, de Calderón, fue Andrómeda y Perseo, en la que Cosme Pérez representó el papel de ""Bato""—; entre la documentación relativa a las fiestas del Corpus de Madrid consta una lista de los gastos de las fiestas del Corpus de este año, en la que se indica que Cosme Pérez recibió 1.000 rs."
Rey,referir a,una carta,"En una carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 17 de febrero de este año, el Rey se refería a la participación de Juan Rana en las fiestas de Carnaval de aquel año, donde Juan Rana había divertido con su actuación a la Reina y a la infanta María Teresa."
Rey,referir a,la participación,"En una carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 17 de febrero de este año, el Rey se refería a la participación de Juan Rana en las fiestas de Carnaval de aquel año, donde Juan Rana había divertido con su actuación a la Reina y a la infanta María Teresa."
Juan Rana,divertir con,su actuación,"En una carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 17 de febrero de este año, el Rey se refería a la participación de Juan Rana en las fiestas de Carnaval de aquel año, donde Juan Rana había divertido con su actuación a la Reina y a la infanta María Teresa."
Cosme Pérez,hacer,", en las fiestas","Consta un concierto, fechado en Madrid el 29 de junio, por el que Luis López Sustaete se comprometía a participar con su compañía, llevando a Cosme Pérez para que Cosme Pérez haga la graciosidad, en las fiestas de Nuestra Señora de Agosto de Navalagamella (Madrid), en las que se harían tres comedias, una el día 14 y dos el 15, con bailes y entremeses."
Cosme Pérez,hacer,la graciosidad,"Consta un concierto, fechado en Madrid el 29 de junio, por el que Luis López Sustaete se comprometía a participar con su compañía, llevando a Cosme Pérez para que Cosme Pérez haga la graciosidad, en las fiestas de Nuestra Señora de Agosto de Navalagamella (Madrid), en las que se harían tres comedias, una el día 14 y dos el 15, con bailes y entremeses."
Juan Rana,intervenir en,Las amazonas,"El 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia Las amazonas, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, 'la Borja' [Mariana de Borja], Luisa Romero, Mariana Romero y Bernarda Ramírez."
Juan Rana,intervenir en,la loa,"El 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia Las amazonas, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, 'la Borja' [Mariana de Borja], Luisa Romero, Mariana Romero y Bernarda Ramírez."
Juan Rana,intervenir en,", junto con los actores","El 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia Las amazonas, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, 'la Borja' [Mariana de Borja], Luisa Romero, Mariana Romero y Bernarda Ramírez."
Juan Rana,intervenir en,El 7 de febrero,"El 7 de febrero, domingo de Carnaval, Juan Rana intervino en la loa de Antonio de Solís para la comedia Las amazonas, representada ante Su Majestad, junto con los actores Mateo de Godoy, María de Quiñones, 'la Borja' [Mariana de Borja], Luisa Romero, Mariana Romero y Bernarda Ramírez."
Juan Rana,intervenir,el papel,"Durante esta misma fiesta se representó el entremés Las visiones, en el que intervinieron 'Juan Rana' en el papel de ""Juan Rana"" y Bernarda Ramírez representando el papel de ""Quiteria, mujer de Juan Rana""."
Lobato,indicar,el año 1656,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Lobato,indicar,El martes de Carnaval,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Lobato,indicar,como fecha,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Mariana de Borja 'la Borja,indicar,el año 1656,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Mariana de Borja 'la Borja,indicar,El martes de Carnaval,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Mariana de Borja 'la Borja,indicar,como fecha,"El martes de Carnaval de este año [9 de febrero] —aunque Lobato por error indica como fecha del representación el año 1656— se representó ante Sus Majestades la comedia Un bobo hace ciento, de Solís, en cuya loa alegórica Juan Rana hizo de ""Tiempo"", compartiendo escenario con Bernarda Ramírez, Luisa Romero y Mariana Romero, Antonia del Pozo 'la Patata' [¿Antonia del Pozo 'la Patata' o Luciana 'la Patata'?], Mariana de Borja 'la Borja' y 'Poca Ropa'."
Juan Rana,representar,Según Cotarelo,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa Romero, Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro."
Juan Rana,representar,los papeles principales,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa Romero, Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro."
Luisa Romero,representar,Cuatro Edades,"Según Cotarelo, 'Juan Rana' y Bernarda Ramírez representaron los papeles principales de la loa, mientras que Luisa Romero, Mariana Romero, Luciana Leal y Mariana de Borja representaron las Cuatro Edades: de Oro, de Plata, de Cobre y de Hierro."
Diego Osorio,concertar con,los comisarios,"Consta un contrato, fechado en Madrid el 24 de abril, por el que Diego Osorio se concertó con los comisarios de la fiesta de Señora Santa Librada de Sigüenza (Guadalajara) para participar con su compañía, excepto Cosme Pérez, en la fiesta de Santa Librada [20 de julio] de dicha ciudad."
Jerónimo de Barrionuevo,describir del,siguiente modo,"Según un testimonio recogido contemporáneamente por Jerónimo de Barrionuevo el 26 de junio, se representó en el Retiro el día de San Juan —probablemente el 23 de junio, noche de San Juan— la obra La restauración de España —también titulada La renegada de Valladolid, según Lobato—, que Jerónimo de Barrionuevo describe del siguiente modo: ""La comedia es burlesca."
Juan Rana,hacer,el hombre,"Setenta mujeres fueron las que representaron la comedia, y Juan Rana tan solamente hizo el hombre y papel del Rey."
Romerilla,salir en,una hamaca,"'La Romerilla' [¿Mariana o Luisa Romero?] salió en una hamaca a decir la Loa, y en un entremés donde se remedaba lo que pasa en el Prado aquella noche [de San Juan], entró un cochecillo pequeño en el salón alto donde se hacía la representación, con cuatro mujeres en él y dos mulas que le tiraban, siendo otra mujer el cochero que guiaba el cochecillo, subiéndole con una tramoya por las escaleras, como si el cochecillo lo hiciera en una de las calles del Prado""."
Cosme Pérez,figurar,como testigo,"Cosme Pérez figura como testigo en el testamento de José Antonio Quevedo, fechado en Madrid el 2 de septiembre."
Juan Rana,actuar,la comedia,"En la comedia Pico y Canente de Luis de Ulloa y Pereira y Rodrigo de Ávila, y en cuya loa y sainetes, escritos por Antonio de Solís, actuó 'Juan Rana', al que Bianco denomina ""il Grazzioso della Regina""."
Bianco,denominar,"'Juan Rana', al que Bianco denomina ""il Grazzioso della Regina""","En la comedia Pico y Canente de Luis de Ulloa y Pereira y Rodrigo de Ávila, y en cuya loa y sainetes, escritos por Antonio de Solís, actuó 'Juan Rana', al que Bianco denomina ""il Grazzioso della Regina""."
Juan Rana,representar,la comedia,"Según se relata en la carta, 'Juan Rana' aparecía en lo alto sobre una nube de oro, traído por ""Flora"", supuestamente trasladado desde el Parnaso para que 'Juan Rana' representase la comedia."
Juan Rana,estar,sus habituales buffoneries,"El prólogo acabó en un baile con castañetas, en el centro del cual estaba Juan Rana con sus habituales buffoneries."
Baccio,describir,la loa,"Baccio describe también la loa, afirmando que cantaban en la loa Luisa y Mariana Romero."
Lobato,observar,partir de una alusión,"Es probable, como observa Lobato a partir de una alusión en el sainete final de Solís, que la fiesta tuviera lugar en febrero, durante el período de Carnaval —Cotarelo dató erróneamente la fiesta y la representación en 1653—."
Juan Rana,intervenir en,la comedia,"El 17 de enero de este año 'Juan Rana' intervino en la comedia El golfo de las sirenas, de Calderón, y en la mojiganga Juan Rana en la Zarzuela, intrínsecamente vinculada a la comedia El golfo de las sirenas, que se representó ante Sus Majestades en el Real Sitio de la Zarzuela por las compañías de Diego Osorio y Pedro de la Rosa."
Juan Rana,intervenir en,El golfo de las sirenas,"El 17 de enero de este año 'Juan Rana' intervino en la comedia El golfo de las sirenas, de Calderón, y en la mojiganga Juan Rana en la Zarzuela, intrínsecamente vinculada a la comedia El golfo de las sirenas, que se representó ante Sus Majestades en el Real Sitio de la Zarzuela por las compañías de Diego Osorio y Pedro de la Rosa."
Cosme Pérez,llamar,Juan Rana,"A partir del 9 de febrero se notificó a los representantes, entre los que se encontraba Cosme Pérez, que Cosme Pérez se llama Juan Rana."
Jerónimo de Barrionuevo,recoger,la siguiente noticia,"En uno de sus Avisos, fechado el 31 de enero, Jerónimo de Barrionuevo recoge la siguiente noticia: ""Dicen que envían una compañía de comediantes selectos de todas las demás al señor don Juan de Austria, y entre ellos a Bernardilla [¿Bernarda Ramírez?], a los dos hermanos Pradillos [¿Sebastián García de Prado y José Antonio García de Prado?] y al mejor gracioso [¿Cosme Pérez?], para que desde allí pasen a Francia a que la Reina Madre los vea, que la Reina Madre se lo ha escrito con grandes instancias, movida de lo mucho que se los ha alabado allá los que estuvieron aquí en el Retiro, y que el viaje y galas costarán 50.000 ducados""."
Reina Madre,escribir con,", movida","En uno de sus Avisos, fechado el 31 de enero, Jerónimo de Barrionuevo recoge la siguiente noticia: ""Dicen que envían una compañía de comediantes selectos de todas las demás al señor don Juan de Austria, y entre ellos a Bernardilla [¿Bernarda Ramírez?], a los dos hermanos Pradillos [¿Sebastián García de Prado y José Antonio García de Prado?] y al mejor gracioso [¿Cosme Pérez?], para que desde allí pasen a Francia a que la Reina Madre los vea, que la Reina Madre se lo ha escrito con grandes instancias, movida de lo mucho que se los ha alabado allá los que estuvieron aquí en el Retiro, y que el viaje y galas costarán 50.000 ducados""."
Reina Madre,escribir con,grandes instancias,"En uno de sus Avisos, fechado el 31 de enero, Jerónimo de Barrionuevo recoge la siguiente noticia: ""Dicen que envían una compañía de comediantes selectos de todas las demás al señor don Juan de Austria, y entre ellos a Bernardilla [¿Bernarda Ramírez?], a los dos hermanos Pradillos [¿Sebastián García de Prado y José Antonio García de Prado?] y al mejor gracioso [¿Cosme Pérez?], para que desde allí pasen a Francia a que la Reina Madre los vea, que la Reina Madre se lo ha escrito con grandes instancias, movida de lo mucho que se los ha alabado allá los que estuvieron aquí en el Retiro, y que el viaje y galas costarán 50.000 ducados""."
Francisco García 'Pupilo,soler,Juan Rana,Estaba junto a Santa María otro tablado y en él representaba la compañía de Francisco García 'Pupilo' con 'Juan Rana' tan gracioso como suele ser Francisco García 'Pupilo' con 'Juan Rana' […].
Rey,escribir a,una carta fechada el 12 de febrero de este año,"En una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole sobre las fiestas de Carnaval en el Palacio del Buen Retiro: ""Y aquí se pasaron bien estas Carnestolendas en que Juan Rana no dejara de hacer muy bien su oficio""."
Rey,escribir a,doña,"En una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole sobre las fiestas de Carnaval en el Palacio del Buen Retiro: ""Y aquí se pasaron bien estas Carnestolendas en que Juan Rana no dejara de hacer muy bien su oficio""."
Juan Rana,dejar,su oficio,"En una carta fechada el 12 de febrero de este año, el Rey Felipe IV escribía a doña Luisa Enríquez Manrique, condesa de Paredes de Nava, informándole sobre las fiestas de Carnaval en el Palacio del Buen Retiro: ""Y aquí se pasaron bien estas Carnestolendas en que Juan Rana no dejara de hacer muy bien su oficio""."
Cosme Pérez,intervenir,Bernarda Ramírez,"Junto a la comedia Triunfos de Amor y Fortuna se representó el entremés del mismo Solís titulado Salta en banco, en el que intervino Cosme Pérez junto a Bernarda Ramírez, Bernarda Manuela, Luisa y Mariana Romero, Francisca Bezón 'la Bezona', María de Prado y María de Quiñones."
Juan Rana,actuar,Bernarda Ramírez,"También se representó el entremés titulado El niño caballero, del mismo Solís, en el que actuó Juan Rana junto a Bernarda Ramírez, Francisca Bezona, Mariana de Borja 'la Borja', Simón Aguado, Mateo Godoy, Pedro de la Rosa y Tomás de Nájera."
Juan Rana,intervenir,Bernarda Ramírez,"También se representó como final de fiesta el sainete Aguardad, supremos dioses del mismo Solís, en el que intervino Juan Rana junto a Bernarda Ramírez, Simón Aguado, Bernarda Manuela, Mariana Borja, Pedro de la Rosa, Mateo Godoy, Diego Osorio y Jerónimo de Heredia."
Rennert,creer,partir del entremés,"A partir del entremés de El niño caballero, de Solís, Rennert creyó que podía deducirse que, en ese tiempo, Bernarda Manuela era la esposa de Cosme Pérez, pero esa deducción es errónea: véase la introducción de la entrada."
Francisco Gutiérrez,enviar desde,Salamanca,"que Francisco Gutiérrez, yerno de Luis López Sustaete, había enviado desde Salamanca el 2 de octubre, y que eran a cuenta de lo que Francisco Gutiérrez le debía a su suegro Luis López Sustaete y del ""precio de un vestido""."
Francisco Gutiérrez,deber a,su suegro,"que Francisco Gutiérrez, yerno de Luis López Sustaete, había enviado desde Salamanca el 2 de octubre, y que eran a cuenta de lo que Francisco Gutiérrez le debía a su suegro Luis López Sustaete y del ""precio de un vestido""."
Gutiérrez,enviar,800 rs,"En dicha carta de pago se declara que, aunque Gutiérrez había enviado 800 rs."
Cosme Pérez,recibir,16 rs,", Cosme Pérez recibió 16 rs."
Luis López,recibir,esos 784 rs,"de vellón enviados desde Salamanca a Luis López por Francisco Gutiérrez, y Luis López recibió esos 784 rs."
Mariana de Borja,identificar,María de Prado,"A finales de noviembre de este año se representó en palacio el baile de Los Juan Ranas para celebrar el primer cumpleaños del príncipe Felipe Próspero, que había nacido el 28 de noviembre de 1657, en el que actuaron Cosme Pérez, Bernarda Ramírez, Bernarda Manuela, Francisca Bezón, Gregorio de la Rosa, Simón Aguado, Diego Osorio, 'la Borja' [Mariana de Borja], Micaela Fernández, Ana —actriz cuyo apellido no se ha podido identificar—, María de Prado, Jerónima de Olmedo, Juana Caro, Micaela de Borja y una mujer que responde a la abreviatura 'Quir."
M. L. Lobato,corregir,la fecha,"Edición del baile Los Juan Ranas"", en Scriptura, 17, p. 242, en donde M. L. Lobato corrige la fecha que figura en el primero de los dos artículos que acabamos de citar con la sigla Lo, 105)."
M. L. Lobato,corregir,Scriptura,"Edición del baile Los Juan Ranas"", en Scriptura, 17, p. 242, en donde M. L. Lobato corrige la fecha que figura en el primero de los dos artículos que acabamos de citar con la sigla Lo, 105)."
M. L. Lobato,seguir,", En una partida relativa a las fiestas del Corpus de este año","Según Cotarelo, a quien sigue M. L. Lobato, En una partida relativa a las fiestas del Corpus de este año se hace referencia a los 50 rs."
M. L. Lobato,seguir,", En una partida relativa a las fiestas del Corpus de este año","que costó el vestido de Juan Rana —pero se trata de un error, Según Cotarelo, a quien sigue M. L. Lobato, En una partida relativa a las fiestas del Corpus de este año se hace referencia a los 50 rs."
Cosme Pérez,representar junto,Bernarda Ramírez,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja]."
Cosme Pérez,representar junto,Urzáiz,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja]."
Cosme Pérez,representar junto,María Quiñones,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja]."
Cosme Pérez,representar junto,este año,"Según Urzáiz, este año Cosme Pérez representó junto con Bernarda Ramírez, 'la Quiñones' [María Quiñones] y 'la Borja' [María Borja]."
Juan Rana,bajar del,tablado,"Durante la representación de la obra El toreador, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito"", haciéndoles cortesías."
Juan Rana,bajar del,la representación,"Durante la representación de la obra El toreador, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito"", haciéndoles cortesías."
Juan Rana,bajar del,tablado,"Durante la representación de la obra El toreador, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito"", haciéndoles cortesías."
Juan Rana,bajar del,la representación,"Durante la representación de la obra El toreador, en la que participó 'Juan Rana', Juan Rana bajó del tablado para dirigirse al Rey, a la Reina y al ""Principito"", haciéndoles cortesías."
Juan Rana,regresar,el tablado,"Después, Juan Rana regresó a ocupar su lugar en el tablado."
Cotarelo,recoger,el testimonio contemporáneo,"Rennert y, después de él, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, fue la presencia de Juan Araña, el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Juan Araña tenía cerca de ochenta años""."
Juan Araña,tener,"Juan Araña, el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Juan Araña tenía cerca de ochenta años","Rennert y, después de él, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, fue la presencia de Juan Araña, el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Juan Araña tenía cerca de ochenta años""."
Duque de Montalto,solicitar al,un escrito,"En un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, el Duque de Montalto solicitaba al grefier que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: Que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, volviera a ser disfrutada por dicho actor Cosme Pérez, con motivo del fallecimiento de Francisca María Pérez, hasta la muerte de Cosme Pérez ""por ser viejo y hallarse pobre""."
Duque de Montalto,solicitar al,grefier,"En un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, el Duque de Montalto solicitaba al grefier que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: Que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, volviera a ser disfrutada por dicho actor Cosme Pérez, con motivo del fallecimiento de Francisca María Pérez, hasta la muerte de Cosme Pérez ""por ser viejo y hallarse pobre""."
